,property_type_Apartment,property_type_Hotel,property_type_House,property_type_Other,room_type_Entire home/apt,room_type_Hotel room,room_type_Private room,room_type_Shared room,host_response_rate,latitude,longitude,accommodates,bedrooms,beds,price,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,host_since_years,TV with standard cable,Oven,Security cameras on property,Hair dryer,Hangers,Elevator,Hot water kettle,TV,Breakfast,Cleaning available during stay,Luggage dropoff allowed,Dryer,Shower gel,First aid kit,Bed linens,Pool,Essentials,Building staff,Carbon monoxide alarm,Crib,Lock on bedroom door,Washer,Heating,Pets allowed,Patio or balcony,Bathtub,Free street parking,Dishes and silverware,Paid parking on premises,Kitchen,Refrigerator,Fire extinguisher,Dining table,Free parking on premises,BBQ grill,Clothing storage,Paid parking off premises,Coffee,Smoke alarm,Iron,Dedicated workspace,Extra pillows and blankets,Keypad,Cooking basics,Microwave,Private entrance,Self check-in,Shampoo,Hot water,Stove,Host greets you,Single level home,Gym,distance_from_MRT,distance_from_Bus,distance_from_Mall,distance_from_School,distance_from_Food,distanceCluster
160,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.98,1.31461,103.88467,2,1,1,50.0,278,24,4.96,5.0,4.92,5.0,5.0,4.79,4.92,8,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,0.2833107260158085,0.1156915527615902,2.4261161715772537,0.3593771063482975,0.0803265648792046,0
161,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.33,1.38536,103.89662,2,1,1,500.0,0,5,4.6,5.0,4.4,4.8,5.0,4.2,4.4,8,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.1698008531107617,0.1541129710955884,6.75833542027734,0.8620391582567188,0.1156354920511699,4
162,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.31519,103.85735,2,1,1,125.0,364,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,9,True,False,False,True,True,True,False,True,False,False,True,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,1.609237629010133,0.0588300986786443,1.9207867316497105,1.2870561425834564,0.0431618193616335,0
163,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.98,1.30298,103.85774,3,1,2,90.0,0,3,4.33,5.0,4.33,4.67,5.0,4.33,4.67,10,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1.7820997835861967,0.12056997485008,0.881695577790392,0.1908446689042489,0.032872165041239,2
164,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,1.3073,103.86344,1,1,1,59.0,331,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,11,False,True,False,False,True,False,False,False,False,False,True,True,False,False,True,True,True,False,False,False,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,False,True,False,0.9928251112050382,0.032644525426577,1.6718114594335505,0.5554760418517064,0.1271011062638145,0
165,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.98,1.41142,103.8426,2,1,2,188.0,310,7,4.43,4.43,4.43,4.71,4.71,4.14,4.14,8,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,1.253304136755698,0.2846778970054521,9.350654659638463,2.424310728797027,0.2391271963430964,3
166,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9,1.30751,103.86163,1,1,1,59.0,331,3,4.5,5.0,5.0,5.0,5.0,5.0,5.0,10,False,True,False,False,True,False,True,False,False,False,True,True,False,False,True,True,True,False,False,False,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,False,True,False,False,True,False,False,True,True,True,True,True,False,True,True,False,True,False,1.1655256109420349,0.1156237321988201,1.5200189068165348,0.5088928966030071,0.0955118869840264,0
167,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.31555,103.85649,2,1,1,85.0,331,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,9,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.7119783698705973,0.1622319371287917,1.9240900602113704,1.1852362744509486,0.0839644125368841,0
168,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.31271,103.85702000000002,1,1,1,65.0,197,15,5.0,5.0,5.0,5.0,5.0,4.87,4.87,9,False,False,False,False,True,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,True,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,False,True,False,True,False,True,1.5977508762952377,0.092921635550397,1.653438541673196,1.0532478348254326,0.0661492843445055,0
169,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.98,1.2887200000000003,103.80408,1,1,1,37.0,89,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,8,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.6914413569586022,0.1550777513840162,4.680180626488093,1.3973075099952714,0.1803643074058073,2
170,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.30634,103.90207,3,1,2,88.0,365,5,4.25,4.75,4.75,4.5,5.0,4.75,4.0,8,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,1.499628584114839,0.2000694878956455,0.3792051859233873,0.2581257473873168,0.148903685786745,0
171,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.33433,103.727,2,1,1,56.0,242,31,4.77,4.87,4.57,4.87,4.87,4.73,4.77,8,False,False,False,True,True,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,1.0883965108210365,0.2057885591741008,14.175153502317103,0.8759234438477141,0.7480343078834395,1
172,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9,1.30743,103.86305,1,1,1,49.0,331,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10,False,True,False,False,True,False,False,False,False,False,True,True,False,False,True,True,True,False,False,False,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,False,True,False,1.024954809310907,0.0165179862221241,1.6433907466429634,0.5621337132153758,0.0891025846166315,0
173,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9,1.30928,103.86342,1,1,1,50.0,331,2,4.5,4.5,4.5,4.5,5.0,5.0,4.5,10,False,True,False,True,True,False,False,False,False,False,True,True,False,False,True,True,True,False,False,False,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,False,True,False,0.9132694024228264,0.0144197645143582,1.7979424006415854,0.7716219198289593,0.0871715891036464,0
174,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,1.3075,103.86268,1,1,1,49.0,331,8,4.25,4.5,3.75,4.75,4.88,5.0,4.5,11,False,True,False,False,True,False,False,False,False,False,True,True,False,False,True,True,True,False,False,False,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,False,True,False,1.058818371712466,0.001580372808991,1.613770588622224,0.5658452543361687,0.0692170878703899,0
175,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,1.30627,103.86415,1,1,1,47.0,331,3,4.33,4.67,4.33,4.67,4.67,4.67,4.33,11,False,True,False,False,True,False,False,False,False,False,True,True,False,False,True,True,True,False,False,False,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,False,True,False,0.9861908763086564,0.0513709192409316,1.6826145738347045,0.4716319306541029,0.063095862392958,0
176,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.98,1.3400200000000002,103.73706,2,1,1,60.0,88,3,4.67,4.33,4.0,4.67,5.0,4.33,4.0,11,False,False,False,False,True,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,0.5673885598356231,0.0756351180758533,13.352481956133332,1.949223223274295,0.1619151215296114,1
177,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.32162,103.91466,7,3,5,200.0,365,34,4.39,4.48,4.48,4.64,4.64,4.82,4.33,9,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.2034491877376193,0.0434292889035911,2.416548283744885,0.6362730016528338,0.1224533643940643,0
178,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.29694,103.85557,2,1,1,226.0,340,173,4.65,4.62,4.71,4.79,4.8,4.89,4.55,9,False,False,True,True,True,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,True,True,False,False,False,False,1.6132840138252738,0.0286123454769714,0.5924368239099413,0.78177542399874,0.068508193767921,2
179,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.98,1.31593,103.82905,6,3,3,400.0,90,21,4.42,4.33,4.28,4.89,4.84,4.16,4.37,10,False,True,False,False,True,True,False,True,False,False,False,True,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,3.225630321801902,0.2906745355484344,3.022859604053693,0.9644659721570108,0.1807015597098046,4
180,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.31713,103.91314,3,1,1,130.0,80,8,4.38,5.0,4.88,5.0,4.75,4.63,4.5,9,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0.4345399277820337,0.2173140267570671,1.9067183917008752,1.1180281769905818,0.2291351838559369,0
181,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.31756,103.91254,3,1,1,130.0,243,1,5.0,5.0,4.0,5.0,5.0,5.0,5.0,9,True,True,False,True,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,True,False,False,False,0.3884682039508431,0.1556373394746329,1.908978327390885,1.1220875590460169,0.1803209334140261,0
182,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.31716,103.91232,1,1,1,90.0,279,5,4.4,4.6,4.6,4.8,4.8,4.6,4.6,9,False,True,False,True,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,True,False,False,False,0.4358116428793571,0.1998834070812265,1.8583483766658773,1.1718259492312657,0.2247506989838015,0
183,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.31893,103.91257,3,1,1,107.0,243,6,5.0,5.0,4.83,5.0,5.0,4.83,5.0,9,True,True,False,True,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,True,False,False,False,0.2370861091007065,0.0166801599573214,2.0403590391687363,1.0088229663051052,0.0315389745521133,0
184,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.31716,103.91259,3,1,1,114.0,303,6,4.83,4.83,4.67,4.83,4.83,4.67,4.5,9,True,True,False,True,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,True,False,False,False,0.4321836527422162,0.2004335098752871,1.8748363395680976,1.1527379386034655,0.2250844809867847,0
185,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.31696,103.91394,3,1,1,103.0,198,9,4.89,4.78,4.78,5.0,4.89,4.78,4.89,9,True,True,False,True,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,True,False,False,False,0.4665925968864152,0.1886629372295687,1.94445981004096,1.0836793565396858,0.2443760890610828,0
186,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.31851,103.91230000000002,3,1,1,100.0,183,8,4.5,4.75,4.63,4.75,4.88,4.88,4.63,9,True,True,False,True,True,False,False,True,False,True,True,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,True,True,False,False,False,False,0.2889738480838893,0.0512745122989015,1.9848837015580645,1.062920046664702,0.075735464483603,0
187,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.3185500000000003,103.91259,3,1,1,109.0,182,13,4.54,4.92,4.85,5.0,5.0,4.54,4.62,9,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0.2785263519686024,0.0487220515624944,2.00525138397214,1.0370371687854765,0.0720027049154668,0
188,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.81,1.28039,103.85169,1,1,1,85.0,364,1,5.0,5.0,5.0,5.0,0.0,5.0,5.0,8,False,False,False,True,True,True,False,True,False,False,False,True,False,False,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,2.261310137973643,0.0877031133312123,1.1365257946903722,0.4926766880846687,0.0921504567774928,2
189,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.81,1.28002,103.85181,1,1,1,120.0,212,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,8,True,False,False,True,True,True,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,2.27231663866393,0.1298467847641764,1.1784212632536082,0.51919906658555,0.1101781613698921,2
190,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.30389,103.849,1,1,1,28.0,241,131,4.09,4.27,4.37,4.65,4.52,4.63,4.34,8,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.622342046678237,0.116230360024444,0.5543392457996773,0.9662815563259648,0.0981863969867114,2
191,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.30356,103.84953,1,1,1,33.0,241,25,4.12,4.04,4.25,4.67,4.63,4.71,4.42,8,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.553960938216673,0.0538527160899927,0.501038879922615,1.0210607828178102,0.1042298527101548,2
192,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.30394,103.85108,1,1,1,33.0,241,3,3.33,4.0,4.0,4.67,3.67,4.67,3.67,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.4025810400972265,0.1240517151380402,0.5256708990029202,0.922157653049398,0.0367356422930513,0
193,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.30345,103.84902,1,1,1,30.0,241,40,4.3,4.5,4.45,4.6,4.5,4.7,4.4,8,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,2.5955277767317444,0.1117511268672898,0.5079871911330552,0.9635754960016674,0.1364717350142848,2
194,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.31334,103.89381,5,3,4,205.0,220,190,4.45,4.5,4.32,4.67,4.79,4.59,4.41,8,False,True,False,True,True,True,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,True,True,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,True,True,True,False,False,False,1.238907181139871,0.0797012752132719,1.5443187062818189,0.3359763460250839,0.1656222185924483,0
195,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.81,1.28146,103.85142,1,1,1,125.0,364,1,0.0,4.8,4.69,4.93,4.95,4.88,4.6,8,False,False,False,True,True,True,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,2.22641155488019,0.0412266640067474,1.020870084117837,0.4400173396784084,0.063976892244569,2
196,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.3055000000000003,103.84889,4,1,4,130.0,241,31,4.0,4.27,4.2,4.62,4.5,4.52,4.24,8,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,2.582236692054652,0.0583202211852663,0.7280401756825629,0.9929440391165694,0.1352909413570254,2
197,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.81,1.28202,103.85222,2,1,1,151.0,212,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,8,False,False,False,True,True,True,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,True,False,False,False,True,2.118434362854034,0.1079969954956852,1.0262436152033017,0.5285978728182322,0.1218662386986588,2
198,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.98,1.44162,103.82343,2,1,1,107.0,364,6,4.0,3.5,4.0,4.67,4.67,3.67,3.33,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.911681400294326,0.0888522552517423,13.23967925778116,2.230164078614297,0.0191123688816902,3
199,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.34789,103.93969,6,3,3,160.0,327,148,4.88,4.9,4.97,4.87,4.89,4.66,4.82,8,False,True,False,True,True,True,True,True,False,True,True,False,True,True,True,False,True,False,False,False,False,True,False,True,False,True,False,True,True,True,True,True,True,False,False,True,True,True,False,True,True,True,False,True,True,False,True,True,True,True,False,True,False,1.6081970394220244,0.13798727475724,6.418255524159706,3.404101556905468,0.0733244087366471,0
200,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.98,1.296265,103.840942,3,1,1,343.0,365,221,4.72,4.74,4.65,4.86,4.8,4.85,4.59,10,True,False,False,True,True,True,True,True,False,False,True,False,True,True,True,False,True,True,False,True,False,False,False,True,False,True,False,True,False,True,True,True,True,True,False,True,False,False,True,True,False,True,False,True,True,True,True,True,True,False,False,False,False,2.78627345985937,0.1697684317066019,0.9909100001769876,0.6103813825345383,0.2755616098622253,4
201,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.30362,103.84967,1,1,1,33.0,241,6,3.67,3.33,3.83,4.33,4.33,4.0,3.83,8,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.544457269496085,0.0378524909775743,0.5035090985126077,1.0371379433558514,0.093988211017227,2
202,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.30479,103.85091,1,1,8,28.0,241,80,4.09,4.3,4.28,4.67,4.58,4.68,4.32,8,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,2.3892665811035174,0.0919803757818954,0.6191838077111781,0.9502832370278648,0.0663527437384908,0
203,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.30565,103.84964,1,1,1,36.0,241,8,3.63,3.38,4.13,4.13,4.13,4.63,3.63,8,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.4973813610826325,0.0656076166958874,0.7252444536357661,1.077497298283388,0.0932073714429742,0
204,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.3056300000000003,103.85041,1,1,1,30.0,242,13,4.0,4.54,4.15,4.69,4.69,4.77,4.31,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.4154027119219705,0.0795255840812777,0.7133803412217915,1.0224764714601895,0.0292186715643361,0
205,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1.34546,103.70155,1,1,1,27.0,4,1,5.0,5.0,5.0,5.0,5.0,4.0,5.0,8,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9026717615694718,0.0817688755418203,17.260116301550145,2.1442018800360287,0.8021931607186293,1
206,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,1.30803,103.8627,1,1,1,59.0,331,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,11,False,True,False,False,True,False,False,False,False,False,True,True,False,False,True,True,True,False,False,False,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,False,False,True,True,False,True,False,1.0335875350565868,0.0578946168919766,1.6498783268907653,0.622494550543216,0.0118701162746589,0
207,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.96,1.31662,103.83582,2,1,1,120.0,0,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,8,True,False,False,True,True,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,3.671589102747777,0.024406679239014,2.5491840112802127,1.0820775829271485,0.0382332220027685,2
208,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.28172,103.85193,3,1,2,250.0,184,32,4.84,4.9,4.68,4.87,4.94,4.97,4.75,10,False,False,False,True,True,True,False,True,False,False,True,True,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,True,True,False,False,False,True,2.1628169268879613,0.0672588735537219,1.0314111353856206,0.4955287102304966,0.0981000125900129,2
209,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.35476,103.87241,2,1,2,60.0,365,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,8,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,3.061879830827843,0.0864812486896517,2.628389273603449,0.5985371167195142,0.0567211496997895,0
210,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.98,1.35329,103.93195,1,1,1,119.0,0,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,8,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2.632887344826616,0.0320631310227443,6.426269109188602,3.431797081700037,0.3148050996269229,0
211,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.98,1.32218,103.84192,2,1,2,90.0,0,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,8,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,3.4805597009636253,0.0909362085697872,2.735055845452399,0.6789812219936466,0.0973978586920602,0
212,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.98,1.28326,103.84468,9,1,9,55.0,0,8,4.38,4.75,4.13,4.88,5.0,4.88,4.5,8,False,False,False,True,True,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,True,True,True,False,True,False,False,True,False,False,True,True,False,True,False,False,2.8349640888585617,0.1073763845793952,0.6595952556362171,0.3528574126466316,0.0073318952390888,2
213,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.98,1.2852,103.84512,6,1,6,60.0,0,17,4.53,4.71,4.35,4.82,4.94,4.88,4.53,8,False,False,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,True,True,False,True,False,False,2.727744141402652,0.0671671350410294,0.4385771796266265,0.4641427611631298,0.0296199889626822,2
