,host_response_rate,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,price,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,host_since_years,TV with standard cable,Oven,Security cameras on property,Hair dryer,Hangers,Elevator,Hot water kettle,TV,Breakfast,Cleaning available during stay,Luggage dropoff allowed,Dryer,Shower gel,First aid kit,Bed linens,Pool,Essentials,Building staff,Carbon monoxide alarm,Crib,Lock on bedroom door,Washer,Heating,Pets allowed,Patio or balcony,Bathtub,Free street parking,Dishes and silverware,Paid parking on premises,Kitchen,Refrigerator,Fire extinguisher,Dining table,Free parking on premises,BBQ grill,Clothing storage,Paid parking off premises,Coffee,Smoke alarm,Iron,Dedicated workspace,Extra pillows and blankets,Keypad,Cooking basics,Microwave,Private entrance,Self check-in,Shampoo,Hot water,Stove,Host greets you,Single level home,Gym
601,0.0,Geylang,Central Region,1.31184,103.88672,Apartment,Entire home/apt,3,1.0,2.0,129.0,99,45,4.96,4.93,4.96,4.96,5.0,4.76,4.93,6,False,True,False,True,True,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,True,True,True,False,False,True,True,False,False,True,True,True,False,True,True
602,0.5,River Valley,Central Region,1.29617,103.84158,Apartment,Private room,2,1.0,1.0,120.0,365,127,4.79,4.81,4.6,4.87,4.86,4.89,4.77,8,True,True,False,True,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,True,True,True,False,False,False
603,0.8,Kallang,Central Region,1.30825,103.8616,Apartment,Private room,1,1.0,1.0,43.0,331,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7,False,True,False,False,True,False,False,False,False,False,True,True,False,False,True,True,True,False,False,False,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,False,True,False
604,1.0,Kallang,Central Region,1.31131,103.87237,House,Private room,2,1.0,1.0,49.0,0,68,4.49,4.72,4.28,4.96,4.85,4.85,4.72,8,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
605,0.8,Kallang,Central Region,1.30858,103.86098,Apartment,Private room,1,1.0,1.0,43.0,331,2,5.0,5.0,5.0,5.0,5.0,5.0,4.0,7,False,True,False,False,True,False,False,False,False,False,True,True,False,False,True,True,True,False,False,False,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,False,True,False
606,0.0,Outram,Central Region,1.27554,103.84119,Apartment,Private room,1,1.0,1.0,70.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
607,1.0,Marine Parade,Central Region,1.30587,103.89771,House,Entire home/apt,4,1.0,1.0,141.0,171,21,4.86,5.0,4.86,5.0,4.95,4.9,5.0,7,False,False,False,True,True,True,False,True,False,False,False,True,False,True,True,True,True,True,False,True,False,True,True,True,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,True,True,True,False,False,True
608,1.0,Woodlands,North Region,1.44882,103.79933,Apartment,Private room,3,1.0,2.0,75.0,348,40,4.82,4.87,4.67,4.95,4.95,4.66,4.76,6,False,False,False,True,True,True,True,True,False,False,True,False,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,True,False,True,True,True,False,False,True,False
609,0.8,Kallang,Central Region,1.30983,103.862,Apartment,Private room,1,1.0,1.0,51.0,331,1,5.0,5.0,4.0,5.0,5.0,5.0,5.0,7,False,True,False,False,True,False,False,False,False,False,True,True,False,False,True,True,True,False,False,False,True,True,False,False,False,False,True,True,False,True,True,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,False,True,False
611,0.0,Downtown Core,Central Region,1.2746,103.84181,Apartment,Private room,4,1.0,1.0,73.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
612,1.0,River Valley,Central Region,1.29765,103.83627,Other,Hotel room,2,1.0,1.0,204.0,352,7,4.43,5.0,4.57,5.0,5.0,4.83,4.5,6,True,False,False,True,True,True,False,True,False,False,False,True,False,False,True,False,True,True,True,False,False,True,False,False,False,False,False,True,False,True,True,True,False,True,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False
613,1.0,Orchard,Central Region,1.29892,103.83846,Other,Hotel room,2,1.0,1.0,204.0,352,22,4.45,4.59,4.36,4.71,4.73,4.76,4.33,6,True,False,True,True,True,True,False,True,False,False,False,True,False,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,True,True,True,True,False,False,True,False,True,True,True,False,False,False,False
614,1.0,Orchard,Central Region,1.29907,103.83825,Other,Hotel room,2,1.0,1.0,199.0,343,12,4.58,4.58,4.42,4.67,4.67,4.75,4.33,6,True,True,False,True,True,True,False,True,False,False,True,True,False,True,True,False,True,True,True,False,False,True,False,False,True,False,False,True,False,True,True,True,False,True,False,False,False,False,False,True,True,True,False,False,True,False,True,False,True,False,False,False,False
615,0.0,Bukit Batok,West Region,1.35036,103.74938,Apartment,Private room,2,1.0,1.0,70.0,365,6,4.0,4.2,4.0,4.6,4.6,4.6,4.0,13,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
616,1.0,Clementi,West Region,1.29558,103.76533,House,Private room,1,1.0,1.0,46.0,212,31,5.0,4.97,5.0,5.0,5.0,4.94,4.94,8,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,True,True,False,False,False,False
617,0.0,Sembawang,North Region,1.44328,103.82434,House,Entire home/apt,2,1.0,1.0,99.0,90,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
618,1.0,Kallang,Central Region,1.31633,103.85318,Other,Entire home/apt,2,1.0,2.0,99.0,222,82,4.74,4.87,4.6,4.89,4.96,4.68,4.65,7,False,True,False,True,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,True,True,True,False,True,False
619,0.75,Rochor,Central Region,1.30724,103.8527,Apartment,Private room,3,1.0,2.0,51.0,365,104,4.46,4.67,4.52,4.85,4.75,4.67,4.52,7,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False
620,0.75,Rochor,Central Region,1.3091,103.85417,Apartment,Private room,2,1.0,2.0,50.0,365,110,4.45,4.65,4.4,4.86,4.84,4.56,4.57,7,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,True,True,False,False,False,False
621,0.95,Bukit Batok,West Region,1.3577,103.75882,Apartment,Private room,1,1.0,1.0,35.0,233,8,4.38,4.25,4.13,4.71,4.25,3.86,3.86,9,False,False,True,True,True,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False
622,0.0,Bedok,East Region,1.30954,103.91471,Apartment,Private room,2,1.0,1.0,100.0,90,33,4.84,4.94,4.88,4.94,4.97,4.63,4.77,8,False,False,False,True,True,True,False,False,False,True,True,False,False,True,True,True,True,False,True,False,True,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,True,True,False,True,True,False,False,True,True,True,True,False,False,True,False
623,1.0,Bedok,East Region,1.31669,103.91258,House,Private room,3,1.0,1.0,130.0,81,2,4.0,4.0,4.0,5.0,5.0,4.5,4.0,9,True,True,False,True,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,True,False,False,False
624,0.0,Hougang,North-East Region,1.37601,103.90101,House,Private room,1,1.0,1.0,99.0,362,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
625,0.95,Bukit Batok,West Region,1.35775,103.76081,Apartment,Private room,2,1.0,1.0,44.0,245,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,False,True,True,False,True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False,True,False,True,True,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,True,False
626,1.0,Clementi,West Region,1.3172,103.75876,House,Entire home/apt,3,2.0,2.0,142.0,0,28,4.82,4.79,4.86,4.79,4.75,4.43,4.57,7,False,False,False,True,True,True,False,True,False,False,False,True,False,False,True,True,True,True,False,True,False,True,True,True,False,False,False,True,False,True,True,True,False,False,False,False,False,False,True,True,False,False,False,True,True,True,True,True,True,True,False,False,True
627,0.0,Bishan,Central Region,1.35732,103.82808,House,Private room,1,2.0,2.0,330.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
628,0.0,Ang Mo Kio,North-East Region,1.368,103.85688,Apartment,Private room,2,1.0,2.0,49.0,358,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,False,False,True,True,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,True,False,False
629,0.0,Jurong West,West Region,1.33791,103.6947,Apartment,Private room,2,1.0,1.0,45.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,False,False,False,False,False,True,False,True,False,True,True,False,False,False,True,True,True,False,False,False,False,True,True,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
630,1.0,Downtown Core,Central Region,1.28142,103.85261,House,Entire home/apt,3,1.0,1.0,612.0,141,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,True,False,False,True,True,True,False,True,False,False,True,True,False,False,True,True,True,False,True,False,False,True,False,False,False,True,False,True,False,True,True,True,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,True,True,True,False,False,True
632,1.0,Orchard,Central Region,1.30291,103.83403,Apartment,Entire home/apt,2,1.0,1.0,378.0,0,13,4.85,5.0,4.85,5.0,4.92,5.0,4.92,6,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,True,True,True,True,True,True,False,False,True
634,1.0,Geylang,Central Region,1.30944,103.8828,House,Entire home/apt,3,2.0,2.0,135.0,191,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,True,True
635,0.67,Downtown Core,Central Region,1.28203,103.85404,Apartment,Entire home/apt,3,1.0,1.0,239.0,364,6,3.67,3.67,3.83,4.33,4.17,4.33,3.83,7,False,True,False,True,True,True,False,True,False,False,True,True,False,True,False,True,True,False,False,False,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,True,True,True,False,True
636,0.67,Downtown Core,Central Region,1.28065,103.8519,House,Entire home/apt,3,1.0,2.0,224.0,365,2,3.5,3.0,3.5,3.0,3.0,5.0,3.0,7,False,False,False,True,True,True,False,True,False,False,True,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,True,False,True
637,0.0,Serangoon,North-East Region,1.36662,103.86305,Other,Private room,2,1.0,1.0,135.0,365,5,4.2,4.6,3.8,4.6,4.6,4.4,4.4,7,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
638,1.0,Queenstown,Central Region,1.2795,103.78385,Apartment,Private room,1,1.0,1.0,174.0,0,7,4.29,3.86,4.43,4.71,4.43,4.57,4.57,12,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,True,False,False
639,0.9,Kallang,Central Region,1.30791,103.86305,Apartment,Private room,1,1.0,1.0,59.0,331,2,5.0,5.0,5.0,5.0,5.0,4.5,5.0,10,False,True,False,False,True,False,False,False,False,False,True,True,False,False,True,True,True,False,False,False,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,False,True,False
640,0.0,Ang Mo Kio,North-East Region,1.37579,103.84928,Apartment,Private room,1,1.0,1.0,150.0,364,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
641,0.9,Rochor,Central Region,1.30477,103.85073,Other,Entire home/apt,3,1.0,2.0,140.0,162,90,4.73,4.87,4.81,4.97,4.78,4.91,4.67,7,False,True,False,True,True,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,True,True,True,True,True,False,False,False,False
643,0.0,Outram,Central Region,1.28295,103.8444,Hotel,Hotel room,6,1.0,6.0,201.0,0,1,5.0,5.0,5.0,5.0,5.0,5.0,4.0,8,False,False,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False
644,0.67,Downtown Core,Central Region,1.28116,103.8536,Apartment,Entire home/apt,7,2.0,3.0,461.0,365,4,4.0,3.75,4.25,5.0,4.75,5.0,3.75,7,False,True,False,True,True,True,False,True,False,True,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,True,True,True,False,True,True,True,True,False,True
645,0.67,Outram,Central Region,1.27719,103.84256,Apartment,Entire home/apt,6,2.0,2.0,399.0,365,3,5.0,5.0,4.33,5.0,5.0,4.67,4.67,7,False,False,True,True,True,True,False,True,False,False,True,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False
646,0.67,Novena,Central Region,1.32449,103.84315,House,Entire home/apt,3,1.0,2.0,127.0,187,3,4.67,4.0,4.33,5.0,5.0,5.0,4.0,7,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,True,False,True,True,True,True,False,False
647,1.0,Kallang,Central Region,1.31021,103.85817,Other,Private room,4,1.0,2.0,145.0,331,4,3.67,4.0,4.0,5.0,4.5,4.0,4.0,7,False,False,False,True,True,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
648,0.0,Geylang,Central Region,1.31498,103.88642,Apartment,Private room,1,1.0,1.0,30.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
649,1.0,Orchard,Central Region,1.30442,103.8325,Apartment,Entire home/apt,2,1.0,1.0,504.0,62,20,4.95,5.0,5.0,5.0,5.0,5.0,5.0,6,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True,True,True,False,False,True,True,False,False,False,True,True,True,False,True,True,True,False,False,True
651,0.0,Outram,Central Region,1.28483,103.84364,Hotel,Hotel room,12,1.0,12.0,31.0,365,3,4.33,4.33,4.33,4.33,4.0,4.67,4.33,7,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False
652,0.0,Outram,Central Region,1.28484,103.84285,Hotel,Hotel room,12,1.0,12.0,31.0,365,1,4.0,5.0,5.0,5.0,5.0,5.0,4.0,7,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False
653,0.0,Outram,Central Region,1.283,103.84484,Hotel,Hotel room,10,1.0,10.0,31.0,365,1,5.0,5.0,3.0,5.0,4.0,5.0,5.0,7,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False
654,0.0,Bukit Merah,Central Region,1.28782,103.82832,Apartment,Private room,1,1.0,1.0,90.0,0,7,4.86,4.71,5.0,5.0,4.86,5.0,4.71,8,True,False,False,True,True,True,False,True,True,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
655,0.0,Sembawang,North Region,1.44185,103.82356,Apartment,Private room,2,1.0,2.0,88.0,364,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
656,0.0,Kallang,Central Region,1.30922,103.86962,Apartment,Entire home/apt,7,3.0,3.0,250.0,358,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,False,False,False,True,True,True,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
657,0.0,Punggol,North-East Region,1.39368,103.91515,Apartment,Private room,2,1.0,1.0,52.0,0,4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6,False,True,False,True,True,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False
658,0.8,Kallang,Central Region,1.31219,103.85702,Apartment,Private room,1,1.0,1.0,69.0,327,3,4.33,5.0,3.67,5.0,5.0,5.0,4.5,7,True,True,False,True,True,False,False,True,False,False,True,True,False,False,True,True,True,False,False,False,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,False,True,False
659,0.0,Sembawang,North Region,1.44184,103.82358,Apartment,Private room,2,1.0,1.0,128.0,364,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
660,0.0,Bukit Timah,Central Region,1.34401,103.77275,House,Private room,3,1.0,1.0,90.0,89,38,4.97,4.95,4.92,4.97,4.97,4.79,4.84,10,False,True,False,True,True,False,False,True,False,True,True,False,False,True,True,False,True,False,False,False,True,True,True,True,True,False,True,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,True,True,True,True,False,False
661,1.0,Novena,Central Region,1.32699,103.84962,Apartment,Private room,1,1.0,1.0,39.0,238,23,4.83,4.83,4.78,4.87,4.83,4.7,4.74,6,False,False,False,True,True,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,True,True,False,True,False,False,False,True,True,True,False,False,False,False
662,0.0,Toa Payoh,Central Region,1.34156,103.84194,Apartment,Private room,2,1.0,1.0,180.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
663,0.0,Bukit Merah,Central Region,1.27619,103.83665,Apartment,Private room,3,1.0,3.0,70.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
664,0.9,Geylang,Central Region,1.3147,103.88163,Apartment,Private room,1,1.0,1.0,40.0,331,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,False,True,False,False,True,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,False,True,False
665,0.8,Geylang,Central Region,1.31541,103.88217,Apartment,Private room,1,1.0,1.0,40.0,331,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,11,False,True,False,False,True,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,False,True,False
666,0.8,Geylang,Central Region,1.31539,103.88213,Apartment,Private room,1,1.0,1.0,40.0,331,1,5.0,5.0,4.0,5.0,5.0,4.0,4.0,7,False,True,False,False,True,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,False,True,False
667,0.95,Queenstown,Central Region,1.28684,103.78593,Apartment,Entire home/apt,2,1.0,1.0,247.0,364,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,True,False,False,False,False,True,True,True,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,True,False,True,True,True,True,True,True,False,True,True,False,False,True,True,False,True,False,True,True,False,False,False,True,True,True,False,True
668,0.95,Clementi,West Region,1.31439,103.75904,Apartment,Private room,2,1.0,1.0,160.0,242,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,True,True,False,True,True,True,False,True,False,False,False,True,False,False,True,True,True,False,False,False,True,True,False,True,False,False,False,True,False,True,True,True,False,True,True,False,False,False,True,True,False,True,False,True,True,True,False,False,True,True,True,False,True
669,0.0,Jurong East,West Region,1.34453,103.7319,Apartment,Private room,6,2.0,3.0,113.0,365,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,False,True,False,True,True,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,True,False,False
670,0.81,Downtown Core,Central Region,1.28039,103.85389,Apartment,Private room,1,1.0,1.0,65.0,364,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False
671,0.0,Sembawang,North Region,1.43964,103.82401,House,Private room,2,1.0,1.0,115.0,0,1,3.0,3.0,2.0,4.0,4.0,3.0,3.0,6,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
672,0.0,Sembawang,North Region,1.44199,103.82264,House,Private room,2,1.0,1.0,66.0,0,1,3.0,4.0,5.0,1.0,3.0,5.0,4.0,6,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
673,0.0,Sembawang,North Region,1.43979,103.82187,House,Private room,2,1.0,1.0,202.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
674,0.0,Sembawang,North Region,1.4406,103.82203,House,Private room,1,1.0,1.0,88.0,0,1,5.0,5.0,4.0,5.0,5.0,5.0,5.0,6,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
675,0.0,Marine Parade,Central Region,1.30928,103.89457,Apartment,Private room,2,1.0,1.0,65.0,90,1,5.0,4.0,5.0,5.0,4.0,5.0,5.0,9,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
676,0.67,Kallang,Central Region,1.31039,103.85819,Apartment,Private room,2,1.0,1.0,65.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
