,host_response_rate,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,amenities,price,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,host_since_years
619,0.75,Rochor,Central Region,1.30724,103.8527,Apartment,Private room,3,1.0,2.0,"[""Air conditioning"", ""Shampoo"", ""Iron"", ""Heating"", ""Refrigerator"", ""Long term stays allowed"", ""Private living room"", ""Essentials"", ""Hair dryer"", ""Private entrance"", ""Dryer"", ""Hot water"", ""Wifi"", ""Lock on bedroom door"", ""Paid parking off premises"", ""Washer""]",51.0,365,104,4.46,4.67,4.52,4.85,4.75,4.67,4.52,7
620,0.75,Rochor,Central Region,1.3091,103.85417,Apartment,Private room,2,1.0,2.0,"[""Refrigerator"", ""Hair dryer"", ""Private entrance"", ""Wifi"", ""Outdoor dining area"", ""Long term stays allowed"", ""Private living room"", ""Iron"", ""Dryer"", ""Outdoor furniture"", ""Keypad"", ""Lock on bedroom door"", ""Air conditioning"", ""Essentials"", ""Dishes and silverware"", ""Paid parking off premises"", ""Self check-in"", ""Outdoor kitchen"", ""Shampoo"", ""Hot water"", ""Washer""]",50.0,365,110,4.45,4.65,4.4,4.86,4.84,4.56,4.57,7
621,0.95,Bukit Batok,West Region,1.3577,103.75882,Apartment,Private room,1,1.0,1.0,"[""Air conditioning"", ""Cooking basics"", ""Shampoo"", ""Security cameras on property"", ""Long term stays allowed"", ""Heating"", ""Shared pool"", ""Elevator"", ""Essentials"", ""Hair dryer"", ""Kitchen"", ""Dryer"", ""Hot water"", ""Hangers"", ""TV"", ""Wifi"", ""Smart lock"", ""Lock on bedroom door"", ""Self check-in"", ""Washer""]",35.0,233,8,4.38,4.25,4.13,4.71,4.25,3.86,3.86,9
622,0.98,Bedok,East Region,1.30954,103.91471,Apartment,Private room,2,1.0,1.0,"[""First aid kit"", ""Refrigerator"", ""Hair dryer"", ""Private entrance"", ""Hot tub"", ""Bathtub"", ""Wifi"", ""Long term stays allowed"", ""Iron"", ""Elevator"", ""Cleaning available during stay"", ""Outlet covers"", ""Room-darkening shades"", ""Pool"", ""Keypad"", ""Single level home"", ""Lock on bedroom door"", ""Ethernet connection"", ""Air conditioning"", ""Essentials"", ""Beach essentials"", ""Free parking on premises"", ""Hangers"", ""Waterfront"", ""Patio or balcony"", ""Self check-in"", ""Extra pillows and blankets"", ""Shampoo"", ""Smoke alarm"", ""Bed linens"", ""Luggage dropoff allowed"", ""Hot water"", ""Carbon monoxide alarm"", ""BBQ grill"", ""Washer""]",100.0,90,33,4.84,4.94,4.88,4.94,4.97,4.63,4.77,8
623,1.0,Bedok,East Region,1.31669,103.91258,House,Private room,3,1.0,1.0,"[""Heating"", ""Refrigerator"", ""Kitchen"", ""Hair dryer"", ""Wifi"", ""Long term stays allowed"", ""Oven"", ""Iron"", ""Microwave"", ""Dryer"", ""Stove"", ""Lock on bedroom door"", ""Air conditioning"", ""TV with standard cable"", ""Essentials"", ""Free parking on premises"", ""Hangers"", ""Dishes and silverware"", ""Shampoo"", ""Bed linens"", ""Hot water"", ""Washer""]",130.0,81,2,4.0,4.0,4.0,5.0,5.0,4.5,4.0,9
624,0.98,Hougang,North-East Region,1.37601,103.90101,House,Private room,1,1.0,1.0,"[""Air conditioning"", ""Kitchen"", ""Hangers"", ""TV"", ""Wifi"", ""Long term stays allowed"", ""Washer""]",99.0,362,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,6
625,0.95,Bukit Batok,West Region,1.35775,103.76081,Apartment,Private room,2,1.0,1.0,"[""Cooking basics"", ""Heating"", ""Refrigerator"", ""Kitchen"", ""Shared backyard \u2013 Fully fenced"", ""Bidet"", ""Toaster"", ""Wifi"", ""Outdoor dining area"", ""Long term stays allowed"", ""Oven"", ""Drying rack for clothing"", ""Portable fans"", ""Microwave"", ""Elevator"", ""Free washer \u2013 In unit"", ""Single level home"", ""Lock on bedroom door"", ""Central air conditioning"", ""Security cameras on property"", ""Freezer"", ""Paid parking lot on premises \u2013 1 space"", ""Free dryer \u2013 In unit"", ""Hangers"", ""Hot water kettle"", ""Dishes and silverware"", ""Stainless steel electric stove"", ""Extra pillows and blankets"", ""Dining table"", ""Bed linens"", ""Shared pool"", ""Luggage dropoff allowed"", ""Hot water"", ""BBQ grill"", ""Clothing storage: closet and dresser""]",44.0,245,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,9
626,1.0,Clementi,West Region,1.3172,103.75876,House,Entire home/apt,3,2.0,2.0,"[""Cooking basics"", ""Heating"", ""Refrigerator"", ""Kitchen"", ""Hair dryer"", ""Private entrance"", ""TV"", ""Wifi"", ""Long term stays allowed"", ""High chair"", ""Iron"", ""Pack \u2019n play/Travel crib"", ""Crib"", ""Microwave"", ""Elevator"", ""Dryer"", ""Pool"", ""Gym"", ""Stove"", ""Air conditioning"", ""Building staff"", ""Essentials"", ""Hangers"", ""Dishes and silverware"", ""Self check-in"", ""Fire extinguisher"", ""Shampoo"", ""Smoke alarm"", ""Bed linens"", ""Pets allowed"", ""Hot water"", ""Washer""]",142.0,0,28,4.82,4.79,4.86,4.79,4.75,4.43,4.57,7
627,0.98,Bishan,Central Region,1.35732,103.82808,House,Private room,1,2.0,2.0,"[""Air conditioning"", ""Iron"", ""Pets allowed"", ""Private living room"", ""Essentials"", ""Hair dryer"", ""Kitchen"", ""Dryer"", ""Hangers"", ""Private entrance"", ""Free parking on premises"", ""Pool"", ""Wifi"", ""Hot tub"", ""Lock on bedroom door"", ""Long term stays allowed"", ""Washer""]",330.0,0,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,9
628,0.98,Ang Mo Kio,North-East Region,1.368,103.85688,Apartment,Private room,2,1.0,2.0,"[""First aid kit"", ""Heating"", ""Lockbox"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Wifi"", ""Long term stays allowed"", ""Iron"", ""Elevator"", ""Paid parking on premises"", ""Lock on bedroom door"", ""Host greets you"", ""Air conditioning"", ""Security cameras on property"", ""Essentials"", ""Hangers"", ""Self check-in"", ""Shampoo"", ""Pets allowed"", ""Luggage dropoff allowed"", ""Hot water"", ""Washer""]",49.0,358,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,9
629,0.98,Jurong West,West Region,1.33791,103.6947,Apartment,Private room,2,1.0,1.0,"[""Air conditioning"", ""Heating"", ""Refrigerator"", ""Bed linens"", ""Elevator"", ""Essentials"", ""Kitchen"", ""Luggage dropoff allowed"", ""Cleaning available during stay"", ""Hot water"", ""TV"", ""Pool"", ""Wifi"", ""Gym"", ""Host greets you"", ""Dishes and silverware"", ""Long term stays allowed"", ""Washer""]",45.0,0,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,9
630,1.0,Downtown Core,Central Region,1.28142,103.85261,House,Entire home/apt,3,1.0,1.0,"[""Refrigerator"", ""Kitchen"", ""Hair dryer"", ""Bathtub"", ""Wifi"", ""Long term stays allowed"", ""Iron"", ""Microwave"", ""Elevator"", ""Dryer"", ""Dishwasher"", ""Room-darkening shades"", ""Pool"", ""Gym"", ""Stove"", ""Ethernet connection"", ""Air conditioning"", ""TV with standard cable"", ""Essentials"", ""Hangers"", ""Dishes and silverware"", ""Fire extinguisher"", ""Shampoo"", ""Smoke alarm"", ""Bed linens"", ""Luggage dropoff allowed"", ""Hot water"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Washer""]",612.0,141,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,7
632,1.0,Orchard,Central Region,1.30291,103.83403,Apartment,Entire home/apt,2,1.0,1.0,"[""Cooking basics"", ""First aid kit"", ""Refrigerator"", ""Kitchen"", ""Hair dryer"", ""Private entrance"", ""Smoking allowed"", ""Bathtub"", ""Wifi"", ""Long term stays allowed"", ""High chair"", ""Oven"", ""Iron"", ""Crib"", ""Microwave"", ""Elevator"", ""Cleaning available during stay"", ""Pool"", ""Gym"", ""Stove"", ""Air conditioning"", ""TV with standard cable"", ""Dryer \u2013 In building"", ""Building staff"", ""Essentials"", ""Free parking on premises"", ""Hangers"", ""Washer \u2013\u00a0In building"", ""Dishes and silverware"", ""Self check-in"", ""Shampoo"", ""Shower gel"", ""Smoke alarm"", ""Bed linens"", ""Pets allowed"", ""Luggage dropoff allowed"", ""Hot water"", ""BBQ grill""]",378.0,0,13,4.85,5.0,4.85,5.0,4.92,5.0,4.92,6
634,1.0,Geylang,Central Region,1.30944,103.8828,House,Entire home/apt,3,2.0,2.0,"[""Air conditioning"", ""Refrigerator"", ""Bed linens"", ""Dining table"", ""Microwave"", ""Essentials"", ""Kitchen"", ""Private entrance"", ""Dryer"", ""Hot water"", ""Clothing storage: closet"", ""Free parking on premises"", ""Pool"", ""Elevator"", ""Gym"", ""Single level home"", ""Host greets you"", ""Stove"", ""Long term stays allowed"", ""Washer""]",135.0,191,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,9
635,0.67,Downtown Core,Central Region,1.28203,103.85404,Apartment,Entire home/apt,3,1.0,1.0,"[""Cooking basics"", ""First aid kit"", ""Heating"", ""Refrigerator"", ""Sea view"", ""Kitchen"", ""Hair dryer"", ""Hot tub"", ""TV"", ""Wifi"", ""Long term stays allowed"", ""Oven"", ""Marina view"", ""Iron"", ""Pool view"", ""Microwave"", ""Elevator"", ""Dryer"", ""Paid parking on premises"", ""Pool"", ""Gym"", ""Stove"", ""Host greets you"", ""Air conditioning"", ""Essentials"", ""Hangers"", ""Dishes and silverware"", ""Shampoo"", ""Luggage dropoff allowed"", ""Hot water"", ""City skyline view"", ""Washer""]",239.0,364,6,3.67,3.67,3.83,4.33,4.17,4.33,3.83,7
636,0.67,Downtown Core,Central Region,1.28065,103.8519,House,Entire home/apt,3,1.0,2.0,"[""Kitchen"", ""Hair dryer"", ""Hot tub"", ""TV"", ""Wifi"", ""Long term stays allowed"", ""Marina view"", ""Iron"", ""Elevator"", ""Pool view"", ""Microwave"", ""Dryer"", ""Paid parking on premises"", ""Pool"", ""Gym"", ""Host greets you"", ""Air conditioning"", ""Bay view"", ""Essentials"", ""Hangers"", ""Dishes and silverware"", ""Shampoo"", ""Luggage dropoff allowed"", ""Hot water"", ""City skyline view"", ""Washer""]",224.0,365,2,3.5,3.0,3.5,3.0,3.0,5.0,3.0,7
637,0.98,Serangoon,North-East Region,1.36662,103.86305,Other,Private room,2,1.0,1.0,"[""Air conditioning"", ""Shampoo"", ""Iron"", ""Essentials"", ""Hair dryer"", ""Kitchen"", ""Free parking on premises"", ""Hangers"", ""Smoking allowed"", ""TV"", ""Wifi"", ""Lock on bedroom door"", ""Long term stays allowed""]",135.0,365,5,4.2,4.6,3.8,4.6,4.6,4.4,4.4,7
638,1.0,Queenstown,Central Region,1.2795,103.78385,Apartment,Private room,1,1.0,1.0,"[""Air conditioning"", ""Fire extinguisher"", ""First aid kit"", ""Iron"", ""Smoke alarm"", ""Free street parking"", ""Essentials"", ""Hair dryer"", ""Kitchen"", ""Dryer"", ""Hot water"", ""Hangers"", ""Carbon monoxide alarm"", ""Private entrance"", ""Wifi"", ""Host greets you"", ""Lock on bedroom door"", ""Long term stays allowed"", ""Washer""]",174.0,0,7,4.29,3.86,4.43,4.71,4.43,4.57,4.57,12
639,0.9,Kallang,Central Region,1.30791,103.86305,Apartment,Private room,1,1.0,1.0,"[""Cooking basics"", ""Heating"", ""Refrigerator"", ""Kitchen"", ""Private entrance"", ""Wifi"", ""Long term stays allowed"", ""Oven"", ""Iron"", ""Microwave"", ""Dryer"", ""Pool"", ""Keypad"", ""Single level home"", ""Stove"", ""Lock on bedroom door"", ""Air conditioning"", ""Free street parking"", ""Essentials"", ""Hangers"", ""Dishes and silverware"", ""Paid parking off premises"", ""Self check-in"", ""Extra pillows and blankets"", ""Bed linens"", ""Luggage dropoff allowed"", ""Hot water"", ""Washer""]",59.0,331,2,5.0,5.0,5.0,5.0,5.0,4.5,5.0,10
640,0.98,Ang Mo Kio,North-East Region,1.37579,103.84928,Apartment,Private room,1,1.0,1.0,"[""Air conditioning"", ""Iron"", ""Private living room"", ""Elevator"", ""Kitchen"", ""Hangers"", ""TV"", ""Wifi"", ""Long term stays allowed"", ""Washer""]",150.0,364,1,0.0,4.8,4.69,4.93,4.95,4.88,4.6,6
641,0.9,Rochor,Central Region,1.30477,103.85073,Other,Entire home/apt,3,1.0,2.0,"[""Refrigerator"", ""Lockbox"", ""Hair dryer"", ""Private entrance"", ""TV"", ""Wifi"", ""Breakfast"", ""Long term stays allowed"", ""Oven"", ""Iron"", ""Microwave"", ""Dryer"", ""Air conditioning"", ""Essentials"", ""Hangers"", ""Dishes and silverware"", ""Paid parking off premises"", ""Self check-in"", ""Backyard"", ""Shampoo"", ""Smoke alarm"", ""Shared pool"", ""Luggage dropoff allowed"", ""Hot water"", ""Washer""]",140.0,162,90,4.73,4.87,4.81,4.97,4.78,4.91,4.67,7
643,0.98,Outram,Central Region,1.28295,103.8444,Hotel,Hotel room,6,1.0,6.0,"[""Air conditioning"", ""Fire extinguisher"", ""Shampoo"", ""First aid kit"", ""Iron"", ""Smoke alarm"", ""Long term stays allowed"", ""Hair dryer"", ""Luggage dropoff allowed"", ""Dryer"", ""Hot water"", ""Hangers"", ""Wifi"", ""Host greets you"", ""Washer""]",201.0,0,1,5.0,5.0,5.0,5.0,5.0,5.0,4.0,8
644,0.67,Downtown Core,Central Region,1.28116,103.8536,Apartment,Entire home/apt,7,2.0,3.0,"[""Cooking basics"", ""First aid kit"", ""Refrigerator"", ""Sea view"", ""Kitchen"", ""Hair dryer"", ""Private entrance"", ""Hot tub"", ""TV"", ""Wifi"", ""Long term stays allowed"", ""Oven"", ""Marina view"", ""Iron"", ""Pool view"", ""Microwave"", ""Elevator"", ""Cleaning available during stay"", ""Dryer"", ""Paid parking on premises"", ""Pool"", ""Gym"", ""Stove"", ""Host greets you"", ""Air conditioning"", ""Bay view"", ""Essentials"", ""Hangers"", ""Dishes and silverware"", ""Harbor view"", ""Fire extinguisher"", ""Shampoo"", ""Smoke alarm"", ""Luggage dropoff allowed"", ""Hot water"", ""City skyline view"", ""Washer""]",461.0,365,4,4.0,3.75,4.25,5.0,4.75,5.0,3.75,7
645,0.67,Outram,Central Region,1.27719,103.84256,Apartment,Entire home/apt,6,2.0,2.0,"[""Kitchen"", ""Hair dryer"", ""TV"", ""Outdoor dining area"", ""Long term stays allowed"", ""Iron"", ""Pool view"", ""Elevator"", ""Dryer"", ""Outdoor furniture"", ""Paid parking on premises"", ""Host greets you"", ""Air conditioning"", ""Security cameras on property"", ""Essentials"", ""Hangers"", ""Shampoo"", ""Shared pool"", ""Luggage dropoff allowed"", ""Hot water"", ""BBQ grill"", ""City skyline view"", ""Valley view"", ""Washer""]",399.0,365,3,5.0,5.0,4.33,5.0,5.0,4.67,4.67,7
646,0.67,Novena,Central Region,1.32449,103.84315,House,Entire home/apt,3,1.0,2.0,"[""Cooking basics"", ""First aid kit"", ""Refrigerator"", ""Kitchen"", ""Hair dryer"", ""Private entrance"", ""TV"", ""Long term stays allowed"", ""Iron"", ""Microwave"", ""Paid parking on premises"", ""Stove"", ""Host greets you"", ""Air conditioning"", ""Essentials"", ""Hangers"", ""Dishes and silverware"", ""Paid parking off premises"", ""Shampoo"", ""Luggage dropoff allowed"", ""Hot water"", ""Washer""]",127.0,187,3,4.67,4.0,4.33,5.0,5.0,5.0,4.0,7
647,1.0,Kallang,Central Region,1.31021,103.85817,Other,Private room,4,1.0,2.0,"[""Air conditioning"", ""Fire extinguisher"", ""Shampoo"", ""First aid kit"", ""Iron"", ""Smoke alarm"", ""Elevator"", ""Essentials"", ""Hair dryer"", ""Dryer"", ""Hangers"", ""Carbon monoxide alarm"", ""Wifi"", ""Breakfast"", ""Long term stays allowed"", ""Washer""]",145.0,331,4,3.67,4.0,4.0,5.0,4.5,4.0,4.0,7
648,0.98,Geylang,Central Region,1.31498,103.88642,Apartment,Private room,1,1.0,1.0,"[""Air conditioning"", ""Fire extinguisher"", ""Elevator"", ""Kitchen"", ""Private entrance"", ""Smoking allowed"", ""Hangers"", ""Wifi"", ""Lock on bedroom door"", ""Long term stays allowed"", ""Washer""]",30.0,0,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,7
649,1.0,Orchard,Central Region,1.30442,103.8325,Apartment,Entire home/apt,2,1.0,1.0,"[""Cooking basics"", ""First aid kit"", ""Refrigerator"", ""Kitchen"", ""Hair dryer"", ""Private entrance"", ""Smoking allowed"", ""Bathtub"", ""Wifi"", ""Long term stays allowed"", ""High chair"", ""Oven"", ""Iron"", ""Crib"", ""Microwave"", ""Elevator"", ""Cleaning available during stay"", ""Pool"", ""Gym"", ""Stove"", ""Air conditioning"", ""TV with standard cable"", ""Dryer \u2013 In building"", ""Essentials"", ""Clothing storage: closet"", ""Hangers"", ""Free parking on premises"", ""Washer \u2013\u00a0In building"", ""Dishes and silverware"", ""Shampoo"", ""Shower gel"", ""Smoke alarm"", ""Bed linens"", ""Pets allowed"", ""Luggage dropoff allowed"", ""Hot water"", ""BBQ grill""]",504.0,62,20,4.95,5.0,5.0,5.0,5.0,5.0,5.0,6
651,0.0,Outram,Central Region,1.28483,103.84364,Hotel,Hotel room,12,1.0,12.0,"[""Air conditioning"", ""Fire extinguisher"", ""Shampoo"", ""First aid kit"", ""Iron"", ""Smoke alarm"", ""Essentials"", ""Hair dryer"", ""Kitchen"", ""Dryer"", ""Hot water"", ""Hangers"", ""Wifi"", ""Breakfast"", ""Paid parking off premises"", ""Long term stays allowed"", ""Washer""]",31.0,365,3,4.33,4.33,4.33,4.33,4.0,4.67,4.33,7
652,0.0,Outram,Central Region,1.28484,103.84285,Hotel,Hotel room,12,1.0,12.0,"[""Air conditioning"", ""Fire extinguisher"", ""Shampoo"", ""First aid kit"", ""Iron"", ""Smoke alarm"", ""Essentials"", ""Hair dryer"", ""Dryer"", ""Hot water"", ""Hangers"", ""Wifi"", ""Breakfast"", ""Paid parking off premises"", ""Long term stays allowed"", ""Washer""]",31.0,365,1,4.0,5.0,5.0,5.0,5.0,5.0,4.0,7
653,0.0,Outram,Central Region,1.283,103.84484,Hotel,Hotel room,10,1.0,10.0,"[""Air conditioning"", ""Fire extinguisher"", ""Shampoo"", ""Iron"", ""Smoke alarm"", ""Essentials"", ""Hair dryer"", ""Kitchen"", ""Dryer"", ""Hot water"", ""Hangers"", ""Wifi"", ""Breakfast"", ""Paid parking off premises"", ""Long term stays allowed"", ""Washer""]",31.0,365,1,5.0,5.0,3.0,5.0,4.0,5.0,5.0,7
654,0.98,Bukit Merah,Central Region,1.28782,103.82832,Apartment,Private room,1,1.0,1.0,"[""Air conditioning"", ""TV with standard cable"", ""Shampoo"", ""Iron"", ""Elevator"", ""Essentials"", ""Hair dryer"", ""Kitchen"", ""Dryer"", ""Hangers"", ""Free parking on premises"", ""Pool"", ""Smoking allowed"", ""Wifi"", ""Gym"", ""Breakfast"", ""Long term stays allowed"", ""Washer""]",90.0,0,7,4.86,4.71,5.0,5.0,4.86,5.0,4.71,8
655,0.98,Sembawang,North Region,1.44185,103.82356,Apartment,Private room,2,1.0,2.0,"[""Air conditioning"", ""Long term stays allowed"", ""Private entrance""]",88.0,364,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,7
656,0.0,Kallang,Central Region,1.30922,103.86962,Apartment,Entire home/apt,7,3.0,3.0,"[""Air conditioning"", ""Shampoo"", ""Iron"", ""Heating"", ""Elevator"", ""Essentials"", ""Hair dryer"", ""Kitchen"", ""Free parking on premises"", ""Hangers"", ""TV"", ""Pool"", ""Gym"", ""Breakfast"", ""Long term stays allowed"", ""Washer""]",250.0,358,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,7
657,0.98,Punggol,North-East Region,1.39368,103.91515,Apartment,Private room,2,1.0,1.0,"[""Cooking basics"", ""First aid kit"", ""Refrigerator"", ""Kitchen"", ""Hair dryer"", ""Smoking allowed"", ""TV"", ""Wifi"", ""Long term stays allowed"", ""Oven"", ""Iron"", ""Elevator"", ""Children\u2019s books and toys"", ""Stove"", ""Ethernet connection"", ""Air conditioning"", ""Building staff"", ""Essentials"", ""Hangers"", ""Self check-in"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Window guards"", ""Luggage dropoff allowed"", ""Lake access"", ""Washer""]",52.0,0,4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6
658,0.8,Kallang,Central Region,1.31219,103.85702,Apartment,Private room,1,1.0,1.0,"[""Cooking basics"", ""Heating"", ""Refrigerator"", ""Kitchen"", ""Hair dryer"", ""Private entrance"", ""Wifi"", ""Long term stays allowed"", ""Oven"", ""Iron"", ""Microwave"", ""Dryer"", ""Pool"", ""Keypad"", ""Single level home"", ""Stove"", ""Lock on bedroom door"", ""Air conditioning"", ""TV with standard cable"", ""Free street parking"", ""Essentials"", ""Hangers"", ""Dishes and silverware"", ""Paid parking off premises"", ""Self check-in"", ""Extra pillows and blankets"", ""Bed linens"", ""Luggage dropoff allowed"", ""Hot water"", ""Washer""]",69.0,327,3,4.33,5.0,3.67,5.0,5.0,5.0,4.5,7
659,0.98,Sembawang,North Region,1.44184,103.82358,Apartment,Private room,2,1.0,1.0,"[""Air conditioning"", ""Heating"", ""Essentials"", ""Hangers"", ""Wifi"", ""Lock on bedroom door"", ""Long term stays allowed""]",128.0,364,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6
660,0.98,Bukit Timah,Central Region,1.34401,103.77275,House,Private room,3,1.0,1.0,"[""Cooking basics"", ""First aid kit"", ""Heating"", ""Refrigerator"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Wifi"", ""Long term stays allowed"", ""Private living room"", ""Oven"", ""Iron"", ""Microwave"", ""Cleaning available during stay"", ""Room-darkening shades"", ""Stove"", ""Lock on bedroom door"", ""Host greets you"", ""Air conditioning"", ""Baby bath"", ""Free street parking"", ""Essentials"", ""Hangers"", ""Dishes and silverware"", ""Patio or balcony"", ""Extra pillows and blankets"", ""Backyard"", ""Shampoo"", ""Bed linens"", ""Pets allowed"", ""Luggage dropoff allowed"", ""Hot water"", ""Coffee maker"", ""Washer""]",90.0,89,38,4.97,4.95,4.92,4.97,4.97,4.79,4.84,10
661,1.0,Novena,Central Region,1.32699,103.84962,Apartment,Private room,1,1.0,1.0,"[""Free residential garage on premises"", ""Hair dryer"", ""Smoking allowed"", ""Dedicated workspace"", ""Hot tub"", ""Toaster"", ""Smart lock"", ""Clothing storage"", ""Long term stays allowed"", ""Iron"", ""Elevator"", ""Keypad"", ""Lock on bedroom door"", ""Window AC unit"", ""Conditioner"", ""Wifi \u2013 22 Mbps"", ""Essentials"", ""Hangers"", ""Hot water kettle"", ""Paid parking off premises"", ""Self check-in"", ""Fire extinguisher"", ""Shampoo"", ""Shower gel"", ""Dining table"", ""Luggage dropoff allowed"", ""Hot water"", ""Hitachi  refrigerator"", ""Washer""]",39.0,238,23,4.83,4.83,4.78,4.87,4.83,4.7,4.74,6
662,0.98,Toa Payoh,Central Region,1.34156,103.84194,Apartment,Private room,2,1.0,1.0,"[""Air conditioning"", ""Shampoo"", ""Iron"", ""Private living room"", ""Elevator"", ""Essentials"", ""Hair dryer"", ""Kitchen"", ""Free parking on premises"", ""Hangers"", ""Pool"", ""Wifi"", ""Gym"", ""Breakfast"", ""Lock on bedroom door"", ""Long term stays allowed"", ""Washer""]",180.0,0,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,6
663,0.98,Bukit Merah,Central Region,1.27619,103.83665,Apartment,Private room,3,1.0,3.0,"[""Air conditioning"", ""Elevator"", ""Hangers"", ""Wifi"", ""Long term stays allowed""]",70.0,0,2,0.0,4.8,4.69,4.93,4.95,4.88,4.6,7
664,0.9,Geylang,Central Region,1.3147,103.88163,Apartment,Private room,1,1.0,1.0,"[""Cooking basics"", ""Heating"", ""Refrigerator"", ""Kitchen"", ""Private entrance"", ""Wifi"", ""Long term stays allowed"", ""Oven"", ""Iron"", ""Microwave"", ""Dryer"", ""Keypad"", ""Single level home"", ""Stove"", ""Lock on bedroom door"", ""Air conditioning"", ""Free street parking"", ""Essentials"", ""Hangers"", ""Dishes and silverware"", ""Paid parking off premises"", ""Self check-in"", ""Extra pillows and blankets"", ""Bed linens"", ""Luggage dropoff allowed"", ""Hot water"", ""Washer""]",40.0,331,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,10
665,0.8,Geylang,Central Region,1.31541,103.88217,Apartment,Private room,1,1.0,1.0,"[""Cooking basics"", ""Heating"", ""Refrigerator"", ""Kitchen"", ""Private entrance"", ""Wifi"", ""Long term stays allowed"", ""Oven"", ""Iron"", ""Microwave"", ""Dryer"", ""Keypad"", ""Single level home"", ""Stove"", ""Lock on bedroom door"", ""Air conditioning"", ""Free street parking"", ""Essentials"", ""Hangers"", ""Dishes and silverware"", ""Paid parking off premises"", ""Self check-in"", ""Extra pillows and blankets"", ""Bed linens"", ""Luggage dropoff allowed"", ""Hot water"", ""Washer""]",40.0,331,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,11
666,0.8,Geylang,Central Region,1.31539,103.88213,Apartment,Private room,1,1.0,1.0,"[""Cooking basics"", ""Heating"", ""Refrigerator"", ""Kitchen"", ""Private entrance"", ""Wifi"", ""Long term stays allowed"", ""Oven"", ""Iron"", ""Microwave"", ""Dryer"", ""Keypad"", ""Single level home"", ""Stove"", ""Lock on bedroom door"", ""Air conditioning"", ""Free street parking"", ""Essentials"", ""Hangers"", ""Dishes and silverware"", ""Paid parking off premises"", ""Self check-in"", ""Extra pillows and blankets"", ""Bed linens"", ""Luggage dropoff allowed"", ""Hot water"", ""Washer""]",40.0,331,1,5.0,5.0,4.0,5.0,5.0,4.0,4.0,7
667,0.95,Queenstown,Central Region,1.28684,103.78593,Apartment,Entire home/apt,2,1.0,1.0,"[""Cooking basics"", ""Refrigerator"", ""Kitchen"", ""Smoking allowed"", ""Bathtub"", ""Wifi"", ""Clothing storage"", ""Long term stays allowed"", ""Iron"", ""Microwave"", ""Elevator"", ""Cleaning available during stay"", ""Dryer"", ""Paid parking on premises"", ""Pool"", ""Gym"", ""Stove"", ""Host greets you"", ""Air conditioning"", ""TV with standard cable"", ""Hot water kettle"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Smoke alarm"", ""Dining table"", ""Bed linens"", ""Pets allowed"", ""Hot water"", ""BBQ grill"", ""Washer""]",247.0,364,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,6
668,0.95,Clementi,West Region,1.31439,103.75904,Apartment,Private room,2,1.0,1.0,"[""Cooking basics"", ""Refrigerator"", ""Kitchen"", ""Hair dryer"", ""Private entrance"", ""Smoking allowed"", ""Wifi"", ""Long term stays allowed"", ""Private living room"", ""Oven"", ""Iron"", ""Microwave"", ""Elevator"", ""Dryer"", ""Pool"", ""Gym"", ""Stove"", ""Lock on bedroom door"", ""Host greets you"", ""Air conditioning"", ""TV with standard cable"", ""Essentials"", ""Free parking on premises"", ""Hangers"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Backyard"", ""Smoke alarm"", ""Bed linens"", ""Pets allowed"", ""Hot water"", ""BBQ grill"", ""Washer""]",160.0,242,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,6
